Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=24
Strategy: Calculated quotes: bid=0.23, ask=0.25 and best bid=0.23, best ask=0.25 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=28
Strategy: Calculated quotes: bid=0.26, ask=0.29 and best bid=0.26, best ask=0.29 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=28, best bid=0.26, best ask=0.29 last mid bucket=Some(28)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=29
Strategy: Calculated quotes: bid=0.27, ask=0.29 and best bid=0.27, best ask=0.29 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=30
Strategy: Calculated quotes: bid=0.27, ask=0.31 and best bid=0.27, best ask=0.31 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.31 last mid bucket=Some(30)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=29
Strategy: Calculated quotes: bid=0.27, ask=0.30 and best bid=0.27, best ask=0.30 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=30
Strategy: Calculated quotes: bid=0.28, ask=0.30 and best bid=0.28, best ask=0.30 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=29
Strategy: Calculated quotes: bid=0.27, ask=0.30 and best bid=0.27, best ask=0.30 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=30
Strategy: Calculated quotes: bid=0.27, ask=0.32 and best bid=0.27, best ask=0.32 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=29
Strategy: Calculated quotes: bid=0.27, ask=0.30 and best bid=0.27, best ask=0.30 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=30
Strategy: Calculated quotes: bid=0.28, ask=0.30 and best bid=0.28, best ask=0.30 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.28, best ask=0.30 last mid bucket=Some(30)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=29
Strategy: Calculated quotes: bid=0.27, ask=0.30 and best bid=0.27, best ask=0.30 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.30 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.27, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.28, best ask=0.29 last mid bucket=Some(29)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=31
Strategy: Calculated quotes: bid=0.28, ask=0.32 and best bid=0.28, best ask=0.32 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=30
Strategy: Calculated quotes: bid=0.27, ask=0.32 and best bid=0.27, best ask=0.32 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=31
Strategy: Calculated quotes: bid=0.28, ask=0.32 and best bid=0.28, best ask=0.32 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=31, best bid=0.28, best ask=0.32 last mid bucket=Some(31)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=30
Strategy: Calculated quotes: bid=0.27, ask=0.32 and best bid=0.27, best ask=0.32 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=30, best bid=0.27, best ask=0.32 last mid bucket=Some(30)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
